age,education,marital_status,income,expenditure,days,children,wines,fruits,meat,fish,sweets,gold
52,Postgraduate,Married,31497.0,155,755,1,108,1,28,13,1,4
40,Undergraduate,Married,45894.0,51,307,2,27,2,7,0,2,13
44,Postgraduate,Divorced,78579.0,1812,739,0,816,66,549,216,66,99
45,Postgraduate,Widow,67369.0,1461,774,1,1298,0,70,37,14,42
54,Postgraduate,Divorced,58401.0,96,255,1,10,0,11,17,29,29
62,Postgraduate,Single,62307.0,160,317,1,87,13,34,10,6,10
45,Postgraduate,Married,43641.0,139,618,2,57,2,51,4,2,23
46,Postgraduate,Divorced,63841.0,908,619,1,635,15,100,20,7,131
49,Undergraduate,Married,46891.0,183,486,1,43,12,23,29,15,61
45,Postgraduate,Married,70091.0,1161,640,1,964,34,137,15,0,11
42,Postgraduate,Married,78075.0,988,270,0,572,8,259,34,35,80
53,Undergraduate,Widow,59184.0,1072,843,1,341,142,113,259,151,66
37,Postgraduate,Married,54809.0,174,476,2,63,6,57,13,13,22
55,Postgraduate,Married,58113.0,758,705,1,221,104,169,102,78,84
56,Postgraduate,Married,51412.0,195,365,1,140,3,29,4,5,14
35,Postgraduate,Divorced,15287.0,31,812,1,1,2,8,4,3,13
57,Postgraduate,Married,66636.0,1084,501,0,291,10,689,84,10,0
58,Postgraduate,Married,50965.0,685,679,1,544,13,85,8,6,29
49,Postgraduate,Married,84618.0,1672,404,0,684,100,801,21,66,0
24,Postgraduate,Married,18351.0,43,428,0,1,12,9,0,14,7
57,Postgraduate,Married,40451.0,49,318,2,35,0,4,0,0,10
49,Postgraduate,Married,36317.0,133,588,1,87,3,25,3,2,13
57,Postgraduate,Married,42213.0,363,445,1,309,3,24,4,3,20
59,Postgraduate,Married,65748.0,545,625,1,172,73,93,95,78,34
42,Postgraduate,Married,77044.0,1065,430,1,625,38,242,50,34,76
45,Postgraduate,Married,74918.0,2047,659,0,972,59,913,25,19,59
42,Postgraduate,Married,56721.0,296,791,2,157,6,39,6,13,75
39,Postgraduate,Single,42160.0,140,551,2,48,9,45,3,15,20
49,Postgraduate,Single,61559.0,530,532,1,279,83,88,32,14,34
51,Postgraduate,Married,33629.0,152,875,2,132,0,16,0,0,4
23,Postgraduate,Married,68682.0,1598,451,0,919,0,505,99,30,45
51,Postgraduate,Single,34377.0,114,711,1,62,0,22,3,1,26
28,Undergraduate,Single,8940.0,101,861,1,1,45,3,4,6,42
41,Postgraduate,Married,26228.0,25,465,1,2,6,4,3,1,9
57,Undergraduate,Divorced,77297.0,789,704,0,408,61,109,48,122,41
33,Postgraduate,Married,40211.0,87,519,2,51,1,7,2,1,25
56,Postgraduate,Widow,33438.0,90,465,2,62,1,16,3,2,6
55,Postgraduate,Married,75032.0,1215,612,1,952,12,180,47,12,12
59,Postgraduate,Single,61284.0,811,445,0,618,15,106,20,7,45
28,Postgraduate,Married,22518.0,61,800,1,11,7,12,2,2,27
39,Postgraduate,Married,54730.0,405,503,1,318,3,17,4,7,56
59,Postgraduate,Married,38452.0,72,276,2,56,0,14,0,0,2
43,Postgraduate,Divorced,44421.0,189,684,2,110,5,59,7,1,7
28,Postgraduate,Married,38197.0,40,550,1,23,0,11,2,1,3
36,Postgraduate,Divorced,41986.0,63,325,1,27,5,8,8,3,12
31,Postgraduate,Married,28427.0,52,650,1,18,3,19,3,3,6
38,Postgraduate,Married,37395.0,39,243,1,18,0,9,0,1,11
43,Postgraduate,Married,64722.0,805,219,1,303,0,280,60,147,15
58,Postgraduate,Married,55249.0,130,258,1,97,1,19,2,0,11
42,Postgraduate,Married,84906.0,1631,453,0,997,15,414,99,30,76
25,Postgraduate,Married,28691.0,34,545,1,5,4,13,8,0,4
62,Postgraduate,Single,44213.0,152,397,2,95,11,35,0,4,7
30,Undergraduate,Single,25707.0,21,347,1,1,6,2,3,6,3
47,Postgraduate,Married,59062.0,71,454,3,46,1,12,3,0,9
52,Postgraduate,Single,76624.0,899,221,1,411,106,147,54,115,66
67,Postgraduate,Married,66000.0,711,255,0,244,51,270,101,0,45
36,Postgraduate,Married,27683.0,351,879,1,152,9,121,12,12,45
43,Postgraduate,Divorced,1730.0,8,227,0,1,1,3,1,1,1
22,Undergraduate,Single,7500.0,119,758,1,10,17,18,8,26,40
46,Postgraduate,Married,40521.0,21,635,2,12,0,5,0,0,4
41,Postgraduate,Married,20427.0,10,282,1,5,0,4,0,0,1
39,Postgraduate,Married,65106.0,973,221,1,790,19,133,12,0,19
49,Postgraduate,Married,69969.0,1536,491,0,882,29,514,38,29,44
62,Postgraduate,Married,67433.0,992,533,2,615,28,259,12,48,30
47,Postgraduate,Married,77766.0,1529,677,1,1004,59,265,115,59,27
42,Postgraduate,Married,74716.0,860,475,1,133,27,421,13,195,71
51,Postgraduate,Divorced,68118.0,928,439,1,595,23,123,10,23,154
44,Postgraduate,Married,55158.0,418,884,2,293,0,87,4,11,23
59,Undergraduate,Married,62972.0,587,880,1,313,15,47,20,0,192
39,Postgraduate,Married,74190.0,641,233,1,151,81,86,168,91,64
38,Postgraduate,Married,39356.0,23,287,2,15,0,2,0,0,6
45,Postgraduate,Married,76653.0,2279,502,0,736,63,946,219,189,126
41,Postgraduate,Divorced,35860.0,49,226,2,15,0,8,4,2,20
31,Postgraduate,Divorced,90687.0,1779,588,0,982,17,672,23,34,51
32,Postgraduate,Married,73450.0,1804,391,0,1142,51,415,90,69,37
54,Postgraduate,Married,31454.0,48,543,2,28,0,11,0,0,9
62,Postgraduate,Single,47139.0,83,300,2,46,0,12,0,2,23
39,Postgraduate,Divorced,83829.0,1862,449,0,897,161,430,186,161,27
51,Postgraduate,Married,53378.0,793,828,2,489,6,152,8,6,132
44,Postgraduate,Married,19656.0,84,691,1,25,4,9,6,8,32
66,Postgraduate,Married,45579.0,183,498,1,145,1,33,2,1,1
56,Undergraduate,Single,85485.0,1383,193,0,630,26,611,44,18,54
70,Postgraduate,Married,55956.0,999,268,0,760,38,104,50,9,38
51,Postgraduate,Single,64191.0,825,708,1,420,15,186,151,38,15
42,Postgraduate,Single,38808.0,246,857,1,125,17,52,3,19,30
48,Postgraduate,Married,57183.0,610,652,2,464,5,64,7,0,70
46,Postgraduate,Divorced,23748.0,76,770,1,6,6,29,12,15,8
43,Postgraduate,Married,66303.0,1286,673,1,1090,12,96,16,12,60
39,Postgraduate,Married,37368.0,30,380,1,3,2,11,2,2,10
50,Postgraduate,Married,40800.0,99,729,3,24,0,27,8,30,10
36,Postgraduate,Divorced,71847.0,1192,831,0,737,21,106,55,63,210
39,Postgraduate,Married,46149.0,362,397,1,254,6,71,4,0,27
31,Postgraduate,Married,78687.0,2130,874,0,817,185,687,145,55,241
43,Undergraduate,Divorced,49118.0,1229,865,0,620,54,239,99,98,119
57,Postgraduate,Married,37633.0,38,832,2,13,4,20,0,0,1
63,Postgraduate,Married,39767.0,485,528,0,113,61,204,34,26,47
63,Undergraduate,Married,26997.0,434,786,0,7,23,78,133,49,144
44,Postgraduate,Divorced,33986.0,44,657,1,16,2,18,2,1,5
42,Postgraduate,Married,57091.0,496,768,1,462,0,24,6,0,4
45,Undergraduate,Married,46831.0,78,571,2,22,2,10,6,4,34
42,Postgraduate,Married,83151.0,2346,689,0,968,147,842,137,42,210
43,Postgraduate,Married,52531.0,794,731,0,283,112,151,51,72,125
58,Postgraduate,Married,15759.0,17,482,0,1,2,5,6,0,3
43,Postgraduate,Single,22804.0,26,518,1,14,1,7,2,1,1
41,Undergraduate,Married,43050.0,76,288,1,30,5,24,6,3,8
37,Postgraduate,Single,42997.0,15,389,2,4,0,5,0,1,5
51,Postgraduate,Single,48918.0,62,263,2,52,0,9,0,0,1
60,Postgraduate,Married,60033.0,198,277,1,62,1,57,19,11,48
36,Postgraduate,Married,34043.0,49,432,1,20,2,14,3,0,10
48,Postgraduate,Married,57811.0,802,555,1,545,7,114,37,21,78
68,Postgraduate,Married,78569.0,1736,315,0,558,79,622,207,175,95
36,Postgraduate,Single,7500.0,57,734,2,6,5,4,13,4,25
43,Postgraduate,Married,157733.0,59,575,1,39,1,9,2,0,8
61,Postgraduate,Married,94384.0,2302,667,0,1111,24,790,160,45,172
29,Undergraduate,Married,23148.0,37,316,0,4,6,8,6,3,10
44,Postgraduate,Divorced,44267.0,310,674,2,183,5,65,3,5,49
35,Postgraduate,Married,71626.0,1305,790,0,546,72,376,94,145,72
48,Postgraduate,Married,60894.0,832,551,1,606,7,155,10,0,54
38,Postgraduate,Married,50200.0,401,637,2,266,6,51,8,6,64
49,Postgraduate,Married,81051.0,1501,222,0,1142,29,249,38,29,14
32,Postgraduate,Married,65169.0,1189,351,0,1074,0,69,0,0,46
42,Postgraduate,Married,59868.0,1194,527,1,771,51,154,54,10,154
54,Postgraduate,Married,65695.0,656,334,1,371,32,189,0,58,6
58,Postgraduate,Single,64857.0,1540,768,0,556,14,717,210,0,43
49,Postgraduate,Married,45143.0,311,492,1,202,5,74,11,5,14
59,Undergraduate,Married,74805.0,820,420,1,209,162,209,41,162,37
25,Undergraduate,Married,59060.0,274,354,1,35,40,111,36,40,12
52,Postgraduate,Single,27238.0,57,620,2,37,0,17,0,0,3
49,Postgraduate,Married,47009.0,448,456,1,171,45,73,59,10,90
41,Undergraduate,Married,46094.0,44,204,2,12,2,20,3,2,5
42,Postgraduate,Married,40321.0,102,520,2,44,4,21,6,0,27
30,Postgraduate,Married,37235.0,61,333,1,20,2,9,4,6,20
54,Postgraduate,Married,81843.0,1643,618,0,779,86,537,34,69,138
56,Postgraduate,Married,46692.0,397,573,1,170,6,97,24,12,88
46,Postgraduate,Married,77382.0,1121,358,1,491,48,231,112,105,134
37,Postgraduate,Single,37774.0,473,849,2,173,8,107,7,2,176
40,Undergraduate,Married,18393.0,50,277,1,7,10,13,16,0,4
52,Postgraduate,Married,72828.0,1678,685,1,1205,0,235,19,14,205
32,Postgraduate,Married,24711.0,58,257,0,10,7,25,6,3,7
39,Postgraduate,Married,45503.0,170,462,1,97,4,44,6,1,18
32,Postgraduate,Single,6560.0,373,384,0,67,11,26,4,3,262
69,Postgraduate,Married,71604.0,1196,409,0,345,53,528,98,75,97
35,Postgraduate,Married,27244.0,101,299,1,6,5,17,3,24,46
45,Postgraduate,Married,48752.0,316,749,2,73,57,100,71,15,0
52,Postgraduate,Married,71434.0,1400,469,1,711,36,217,172,96,168
66,Postgraduate,Single,90842.0,1424,520,0,774,70,118,182,187,93
36,Postgraduate,Married,88097.0,844,865,1,163,0,480,0,126,75
39,Postgraduate,Married,51948.0,311,470,1,82,33,54,71,30,41
32,Postgraduate,Married,71853.0,1149,602,0,358,108,413,141,97,32
31,Postgraduate,Married,35876.0,129,255,0,66,2,40,4,3,14
62,Postgraduate,Widow,40049.0,32,441,1,13,6,7,0,3,3
32,Postgraduate,Single,39660.0,299,875,1,139,13,78,20,13,36
52,Postgraduate,Married,50127.0,320,216,1,274,0,21,4,6,15
37,Postgraduate,Married,43263.0,441,770,1,262,6,61,0,10,102
65,Postgraduate,Married,62845.0,1178,821,2,1099,0,45,0,0,34
24,Postgraduate,Married,18929.0,85,683,0,32,0,8,23,4,18
32,Undergraduate,Single,24367.0,24,651,1,2,4,2,0,11,5
39,Postgraduate,Single,33249.0,112,679,1,6,10,21,19,14,42
55,Undergraduate,Married,26887.0,30,689,1,6,7,4,3,4,6
31,Postgraduate,Married,50150.0,410,559,0,135,46,92,65,61,11
38,Postgraduate,Married,62061.0,800,487,1,641,7,84,0,30,38
52,Postgraduate,Divorced,85696.0,1313,607,0,714,76,395,116,0,12
58,Postgraduate,Married,76542.0,1483,641,0,794,73,573,0,29,14
21,Postgraduate,Single,70515.0,1258,436,0,420,0,452,182,64,140
27,Postgraduate,Married,18227.0,28,783,1,1,2,7,4,3,11
49,Postgraduate,Married,69139.0,227,338,1,86,12,75,33,15,6
32,Postgraduate,Married,69109.0,1555,782,0,823,25,459,124,29,95
52,Postgraduate,Single,69627.0,861,654,1,231,161,215,171,30,53
36,Postgraduate,Married,38136.0,103,618,1,8,15,27,0,20,33
68,Postgraduate,Single,62159.0,634,247,0,182,17,259,77,70,29
51,Postgraduate,Single,80695.0,1918,367,0,557,129,984,193,37,18
43,Postgraduate,Single,33316.0,131,453,2,79,1,31,4,4,12
46,Postgraduate,Married,58554.0,586,826,2,368,24,68,38,0,88
22,Undergraduate,Married,17256.0,62,403,1,6,4,14,8,8,22
40,Postgraduate,Divorced,53034.0,447,580,2,160,15,196,15,11,50
64,Undergraduate,Married,52203.0,939,883,0,488,21,238,56,108,28
37,Undergraduate,Divorced,59601.0,797,524,1,691,7,69,0,7,23
56,Postgraduate,Single,75154.0,1143,848,1,543,10,205,160,143,82
38,Postgraduate,Single,47025.0,415,419,1,254,7,108,20,0,26
41,Postgraduate,Married,37971.0,30,401,1,5,4,10,2,2,7
46,Postgraduate,Divorced,41335.0,187,370,1,112,19,21,16,14,5
56,Postgraduate,Married,67267.0,251,232,1,134,11,59,15,2,30
39,Postgraduate,Single,57338.0,237,246,1,143,6,52,11,8,17
54,Undergraduate,Married,50523.0,91,371,2,51,4,24,4,7,1
49,Postgraduate,Single,35791.0,35,604,3,27,0,5,0,0,3
54,Postgraduate,Divorced,50611.0,493,818,1,459,0,24,6,0,4
45,Postgraduate,Married,56242.0,971,668,1,689,8,167,11,8,88
54,Postgraduate,Single,48904.0,371,759,1,283,10,38,0,13,27
39,Postgraduate,Single,56243.0,396,366,3,347,0,35,4,3,7
29,Postgraduate,Married,21355.0,68,498,1,5,13,14,0,5,31
43,Postgraduate,Married,57420.0,322,554,1,280,0,18,0,0,24
59,Postgraduate,Divorced,46390.0,222,240,1,95,14,64,2,9,38
58,Undergraduate,Married,54342.0,177,546,2,84,10,34,11,10,28
41,Postgraduate,Married,20895.0,45,816,1,18,3,17,3,0,4
66,Postgraduate,Married,92344.0,1899,350,0,992,24,694,51,19,119
38,Undergraduate,Married,26907.0,22,498,2,9,1,7,0,3,2
34,Postgraduate,Married,44964.0,41,745,2,19,1,17,2,0,2
35,Postgraduate,Married,75507.0,1440,243,0,709,93,374,104,80,80
42,Postgraduate,Married,53761.0,325,446,2,158,0,76,13,7,71
41,Postgraduate,Married,22682.0,95,454,1,10,14,29,4,2,36
42,Postgraduate,Married,38887.0,42,304,1,25,1,13,0,0,3
39,Undergraduate,Single,41658.0,72,782,2,8,4,12,15,4,29
42,Postgraduate,Married,29791.0,20,230,1,14,0,6,0,0,0
58,Postgraduate,Married,63915.0,789,519,2,622,7,115,30,0,15
40,Postgraduate,Divorced,39996.0,15,223,2,11,0,3,0,0,1
42,Postgraduate,Divorced,26759.0,59,327,1,25,3,16,8,5,2
46,Postgraduate,Divorced,63841.0,908,619,1,635,15,100,20,7,131
45,Postgraduate,Married,51039.0,417,751,2,100,64,79,65,0,109
53,Postgraduate,Married,60544.0,289,858,2,201,2,43,3,5,35
42,Postgraduate,Married,65685.0,769,277,1,642,14,49,0,7,57
61,Postgraduate,Married,37716.0,188,254,1,97,1,41,6,2,41
57,Postgraduate,Single,36864.0,354,870,1,204,5,39,17,0,89
44,Postgraduate,Married,44511.0,727,810,1,513,7,133,46,14,14
47,Postgraduate,Married,36947.0,146,876,2,88,3,21,4,1,29
63,Postgraduate,Married,47352.0,319,629,1,172,12,112,8,0,15
61,Postgraduate,Married,67087.0,794,379,1,329,35,222,130,35,43
64,Postgraduate,Married,57045.0,454,844,1,296,13,104,11,13,17
61,Postgraduate,Divorced,36957.0,152,846,2,100,2,16,2,1,31
37,Postgraduate,Married,69389.0,797,824,1,422,7,238,69,46,15
42,Postgraduate,Married,80134.0,1690,590,1,1218,16,272,104,0,80
45,Postgraduate,Married,43142.0,20,316,2,5,1,7,2,1,4
70,Postgraduate,Married,80589.0,1428,343,0,507,93,520,242,40,26
24,Postgraduate,Single,34412.0,209,686,1,52,12,50,4,36,55
35,Postgraduate,Single,57537.0,545,569,1,191,56,139,51,8,100
48,Undergraduate,Married,22634.0,96,714,0,2,23,11,8,6,46
66,Postgraduate,Married,51315.0,222,311,0,68,28,39,16,30,41
42,Postgraduate,Married,36026.0,61,290,3,20,4,10,6,4,17
41,Postgraduate,Married,24639.0,44,337,2,20,3,16,0,4,1
42,Postgraduate,Married,34578.0,8,264,3,7,0,1,0,0,0
42,Undergraduate,Single,65704.0,817,444,0,279,172,74,38,8,246
48,Postgraduate,Single,63810.0,1371,780,1,977,12,253,16,12,101
45,Postgraduate,Married,54132.0,42,318,1,30,1,8,0,0,3
55,Postgraduate,Married,18690.0,60,733,0,6,1,7,23,4,19
44,Postgraduate,Married,28164.0,78,606,1,3,18,26,11,8,12
40,Postgraduate,Married,34596.0,23,627,1,14,0,2,0,0,7
42,Postgraduate,Married,43269.0,19,471,1,10,1,7,0,0,1
56,Undergraduate,Single,38741.0,61,276,2,7,10,17,8,6,13
42,Postgraduate,Single,31907.0,449,667,0,33,87,64,175,16,74
31,Postgraduate,Married,27100.0,37,635,1,12,0,13,2,0,10
41,Undergraduate,Divorced,31163.0,38,321,1,2,3,10,11,2,10
29,Postgraduate,Married,92533.0,1131,377,0,693,21,118,110,147,42
41,Postgraduate,Single,34853.0,34,373,2,9,3,15,2,3,2
47,Postgraduate,Divorced,70844.0,294,427,2,129,26,67,3,67,2
35,Undergraduate,Married,31086.0,48,606,2,16,2,11,3,0,16
53,Postgraduate,Married,60544.0,289,858,2,201,2,43,3,5,35
28,Undergraduate,Married,20491.0,30,705,0,5,4,5,4,2,10
50,Postgraduate,Married,42523.0,125,252,0,14,36,11,3,26,35
31,Postgraduate,Married,39922.0,156,685,1,29,12,59,19,1,36
62,Postgraduate,Married,33402.0,70,531,2,26,2,19,10,5,8
65,Postgraduate,Married,36408.0,22,466,2,9,1,4,3,2,3
35,Postgraduate,Married,21645.0,65,849,1,14,0,23,4,5,19
66,Postgraduate,Widow,78427.0,1930,798,0,972,19,595,180,26,138
68,Postgraduate,Married,82657.0,2283,460,0,966,168,672,246,105,126
56,Postgraduate,Married,51876.0,310,442,0,99,27,102,28,48,6
43,Undergraduate,Married,78041.0,1319,745,0,482,35,553,72,160,17
57,Postgraduate,Married,52852.0,879,760,1,714,8,99,11,0,47
32,Postgraduate,Married,70038.0,1244,432,0,587,54,348,71,54,130
41,Undergraduate,Married,69401.0,690,283,1,399,27,159,58,8,39
42,Postgraduate,Married,46053.0,209,682,1,56,10,92,19,7,25
49,Postgraduate,Married,77343.0,1134,205,0,227,151,573,98,54,31
61,Postgraduate,Single,73892.0,1507,413,0,703,102,601,0,58,43
47,Postgraduate,Single,40304.0,57,457,1,37,0,17,0,0,3
49,Postgraduate,Married,32727.0,529,855,0,167,13,180,86,13,70
45,Postgraduate,Married,68695.0,1091,189,0,458,81,356,106,50,40
43,Postgraduate,Divorced,43300.0,180,809,1,91,3,52,2,1,31
42,Postgraduate,Married,26290.0,77,718,2,15,8,16,11,5,22
44,Postgraduate,Single,93790.0,2349,322,0,1302,68,731,89,114,45
40,Postgraduate,Married,38410.0,534,838,0,153,64,123,116,64,14
64,Postgraduate,Widow,64866.0,556,339,1,508,5,21,7,5,10
55,Postgraduate,Married,57957.0,637,499,1,290,59,177,77,5,29
59,Postgraduate,Married,46015.0,46,262,2,38,0,2,0,0,6
36,Postgraduate,Married,16531.0,44,196,1,2,13,6,7,5,11
28,Postgraduate,Married,28072.0,47,541,1,30,0,10,2,0,5
51,Postgraduate,Divorced,49476.0,795,559,1,386,23,95,54,41,196
61,Postgraduate,Married,50725.0,586,686,1,443,10,75,0,10,48
62,Postgraduate,Married,83844.0,1574,598,0,901,31,345,75,31,191
64,Postgraduate,Married,41145.0,13,326,2,9,0,3,0,0,1
44,Postgraduate,Married,67419.0,1471,714,1,846,84,352,91,56,42
44,Undergraduate,Married,23162.0,65,375,2,8,3,9,19,4,22
37,Postgraduate,Married,34380.0,175,608,1,72,7,58,13,1,24
48,Postgraduate,Single,34704.0,40,613,1,29,0,5,0,1,5
45,Postgraduate,Married,94871.0,1078,851,2,169,24,553,188,0,144
56,Postgraduate,Married,65148.0,1115,775,1,460,35,422,33,12,153
60,Postgraduate,Married,39898.0,134,687,1,69,8,26,12,7,12
58,Postgraduate,Single,64857.0,1540,768,0,556,14,717,210,0,43
44,Postgraduate,Married,59892.0,87,424,1,73,0,13,0,1,0
27,Postgraduate,Single,41020.0,217,429,0,112,1,54,7,7,36
53,Postgraduate,Married,57072.0,1034,341,1,944,0,60,0,0,30
35,Postgraduate,Single,60474.0,1180,639,1,265,199,303,234,9,170
54,Postgraduate,Married,62807.0,819,852,1,526,28,135,10,21,99
33,Undergraduate,Married,19414.0,32,441,1,2,3,12,3,5,7
34,Postgraduate,Married,19107.0,46,496,1,2,4,9,10,5,16
38,Undergraduate,Married,75484.0,1159,881,1,378,97,259,197,194,34
38,Postgraduate,Single,70379.0,860,668,1,553,25,142,65,67,8
44,Postgraduate,Married,79419.0,1631,192,0,751,127,687,20,15,31
68,Postgraduate,Married,64014.0,444,204,3,406,0,30,0,0,8
59,Postgraduate,Married,76998.0,1910,719,1,1449,89,161,69,35,107
42,Postgraduate,Married,49854.0,380,416,1,123,17,171,39,0,30
43,Postgraduate,Married,60585.0,736,555,2,267,42,309,55,42,21
64,Postgraduate,Divorced,42873.0,269,709,2,209,0,40,3,2,15
26,Postgraduate,Married,87679.0,2524,522,0,1259,172,815,97,148,33
36,Postgraduate,Married,57867.0,612,456,1,344,35,178,15,23,17
24,Postgraduate,Married,35765.0,75,385,1,22,3,30,0,5,15
55,Postgraduate,Married,65492.0,1045,339,0,247,161,295,210,85,47
37,Postgraduate,Divorced,32952.0,55,395,1,38,0,12,3,1,1
45,Postgraduate,Married,53374.0,1064,867,1,896,10,101,13,10,34
55,Postgraduate,Married,71706.0,1443,778,1,931,56,253,91,98,14
26,Postgraduate,Married,68487.0,1366,717,0,758,12,385,33,89,89
39,Postgraduate,Married,53253.0,436,688,2,216,9,57,20,9,125
41,Undergraduate,Divorced,31163.0,38,321,1,2,3,10,11,2,10
37,Postgraduate,Married,42014.0,436,866,1,244,15,108,4,15,50
41,Postgraduate,Married,54108.0,747,786,2,539,6,91,8,6,97
59,Postgraduate,Single,49667.0,1396,863,0,1181,26,120,17,13,39
40,Postgraduate,Married,63206.0,928,286,0,750,8,125,11,8,26
42,Postgraduate,Married,57136.0,642,540,2,306,5,109,21,109,92
39,Undergraduate,Married,46772.0,1048,784,1,350,104,189,197,151,57
43,Postgraduate,Married,78931.0,943,432,0,331,197,170,58,152,35
56,Postgraduate,Married,53977.0,907,571,1,620,16,165,0,24,82
26,Postgraduate,Married,84219.0,1198,332,0,434,137,400,45,137,45
39,Postgraduate,Single,46098.0,120,865,2,57,0,27,0,0,36
49,Postgraduate,Married,73538.0,1658,766,1,811,76,428,99,137,107
28,Postgraduate,Married,79529.0,1638,248,0,423,42,706,73,197,197
37,Undergraduate,Married,20981.0,73,610,0,2,12,10,6,13,30
34,Postgraduate,Single,51766.0,275,295,1,60,51,87,6,20,51
52,Postgraduate,Married,55759.0,854,763,1,675,0,85,10,7,77
36,Postgraduate,Married,33039.0,78,478,1,30,8,12,8,8,12
42,Postgraduate,Married,37787.0,106,467,1,40,1,40,4,3,18
44,Postgraduate,Single,27242.0,106,780,1,3,17,26,20,1,39
31,Postgraduate,Single,87188.0,1923,576,0,910,111,724,49,74,55
43,Postgraduate,Married,69930.0,1662,584,0,252,98,827,219,70,196
38,Postgraduate,Single,37697.0,84,327,1,34,6,21,11,4,8
41,Postgraduate,Married,37401.0,48,239,1,19,3,19,3,1,3
41,Postgraduate,Single,3502.0,5,627,1,2,1,1,0,0,1
38,Postgraduate,Married,58597.0,733,771,2,490,0,184,10,28,21
66,Postgraduate,Widow,82032.0,1234,270,0,332,194,377,149,125,57
56,Postgraduate,Married,28087.0,112,750,2,53,8,17,13,0,21
27,Postgraduate,Single,74004.0,1658,310,0,784,48,560,42,176,48
54,Postgraduate,Married,19740.0,55,647,1,7,11,3,10,4,20
39,Undergraduate,Married,57036.0,1513,750,1,1171,43,219,19,14,47
56,Undergraduate,Married,53083.0,271,595,2,215,7,33,3,0,13
39,Postgraduate,Married,69283.0,904,200,1,674,62,134,0,26,8
39,Postgraduate,Single,46098.0,120,865,2,57,0,27,0,0,36
26,Undergraduate,Married,23331.0,103,848,1,5,36,7,0,10,45
26,Undergraduate,Single,23331.0,269,817,1,104,20,101,24,15,5
25,Postgraduate,Single,9255.0,22,376,1,9,0,7,2,0,4
55,Postgraduate,Widow,67786.0,1156,389,0,431,82,441,80,20,102
43,Postgraduate,Married,71969.0,1086,806,1,1000,0,76,0,0,10
47,Postgraduate,Single,59235.0,1128,718,1,448,40,469,80,0,91
25,Postgraduate,Married,31928.0,72,278,1,33,4,24,4,2,5
53,Postgraduate,Married,74881.0,964,663,2,505,72,270,36,27,54
36,Postgraduate,Married,65819.0,1383,762,0,267,38,701,149,165,63
61,Postgraduate,Single,51411.0,18,584,3,14,0,3,0,0,1
50,Postgraduate,Divorced,51983.0,793,852,1,631,0,115,10,7,30
28,Postgraduate,Married,42386.0,100,717,1,65,4,16,0,4,11
27,Undergraduate,Married,30390.0,80,485,0,10,12,12,25,1,20
51,Postgraduate,Single,30983.0,167,782,0,51,4,50,12,1,49
57,Postgraduate,Widow,66033.0,677,710,1,293,35,179,46,59,65
39,Undergraduate,Married,37284.0,23,642,2,11,1,2,2,1,6
63,Postgraduate,Divorced,57530.0,92,445,1,50,1,27,6,7,1
49,Undergraduate,Married,76800.0,641,298,0,173,26,255,35,71,81
58,Postgraduate,Married,63943.0,1106,850,1,423,184,368,13,97,21
52,Postgraduate,Married,76081.0,1033,222,0,292,30,415,63,33,200
40,Postgraduate,Married,67445.0,1174,871,1,757,80,217,29,80,11
47,Postgraduate,Married,37054.0,25,472,2,12,1,6,0,1,5
52,Postgraduate,Married,47175.0,240,794,2,167,2,44,6,2,19
38,Postgraduate,Divorced,31859.0,20,565,1,3,1,3,8,0,5
53,Postgraduate,Divorced,27215.0,102,707,3,30,5,22,8,9,28
38,Postgraduate,Divorced,70179.0,1034,528,1,532,88,168,69,44,133
31,Postgraduate,Married,39922.0,156,685,1,29,12,59,19,1,36
38,Postgraduate,Married,49681.0,458,422,2,411,0,26,0,0,21
26,Postgraduate,Married,24645.0,17,790,1,5,3,4,4,1,0
60,Postgraduate,Divorced,79865.0,792,196,1,71,99,278,185,121,38
29,Postgraduate,Married,44322.0,92,198,1,46,0,40,3,0,3
62,Postgraduate,Single,47958.0,407,711,1,268,11,88,15,3,22
50,Postgraduate,Single,63972.0,1269,759,1,928,63,254,0,12,12
60,Postgraduate,Married,75315.0,841,260,1,459,15,171,142,23,31
64,Postgraduate,Married,55517.0,633,825,2,483,0,108,0,6,36
57,Postgraduate,Married,75283.0,1019,644,3,733,9,180,12,19,66
68,Postgraduate,Single,82800.0,1315,767,0,1006,22,115,59,68,45
60,Postgraduate,Married,38998.0,54,788,2,34,1,14,0,0,5
23,Postgraduate,Single,90638.0,2525,321,0,1156,120,915,94,144,96
28,Postgraduate,Married,27161.0,52,429,1,7,4,23,7,0,11
37,Postgraduate,Married,42014.0,436,866,1,244,15,108,4,15,50
54,Postgraduate,Married,38201.0,268,642,1,233,0,23,0,0,12
32,Postgraduate,Married,45203.0,147,283,2,35,3,67,10,8,24
67,Postgraduate,Married,81574.0,1798,247,0,1252,0,465,46,35,0
22,Postgraduate,Married,34935.0,137,558,0,34,4,66,3,10,20
38,Postgraduate,Single,60482.0,507,707,1,255,43,134,37,14,24
58,Postgraduate,Married,34633.0,15,342,3,8,1,5,0,0,1
67,Postgraduate,Married,78093.0,1105,385,0,368,32,639,13,43,10
64,Postgraduate,Divorced,82460.0,974,394,0,255,47,573,52,32,15
48,Postgraduate,Married,45903.0,66,252,1,33,8,10,2,10,3
